,ts,value
821,2022-06-04 08:00:00,55
822,2022-06-04 09:00:00,56
823,2022-06-04 10:00:00,57
824,2022-06-04 11:00:00,57
825,2022-06-04 12:00:00,56
826,2022-06-04 13:00:00,56
827,2022-06-04 14:00:00,56
828,2022-06-04 15:00:00,56
829,2022-06-04 16:00:00,56
830,2022-06-04 17:00:00,56
831,2022-06-04 18:00:00,55
832,2022-06-04 19:00:00,55
833,2022-06-04 20:00:00,55
834,2022-06-04 21:00:00,54
835,2022-06-04 22:00:00,54
836,2022-06-04 23:00:00,53
837,2022-06-05 00:00:00,53
838,2022-06-05 01:00:00,53
839,2022-06-05 02:00:00,53
840,2022-06-05 03:00:00,53
841,2022-06-05 04:00:00,52
842,2022-06-05 05:00:00,53
843,2022-06-05 06:00:00,53
844,2022-06-05 07:00:00,54
845,2022-06-05 08:00:00,55
846,2022-06-05 09:00:00,56
847,2022-06-05 10:00:00,56
848,2022-06-05 11:00:00,56
849,2022-06-05 12:00:00,56
850,2022-06-05 13:00:00,56
851,2022-06-05 14:00:00,55
852,2022-06-05 15:00:00,55
853,2022-06-05 16:00:00,55
854,2022-06-05 17:00:00,55
855,2022-06-05 18:00:00,55
856,2022-06-05 19:00:00,54
857,2022-06-05 20:00:00,54
858,2022-06-05 21:00:00,54
859,2022-06-05 22:00:00,53
860,2022-06-05 23:00:00,53
861,2022-06-06 00:00:00,53
862,2022-06-06 01:00:00,52
863,2022-06-06 02:00:00,52
864,2022-06-06 03:00:00,51
865,2022-06-06 04:00:00,51
866,2022-06-06 05:00:00,51
867,2022-06-06 06:00:00,51
868,2022-06-06 07:00:00,53
869,2022-06-06 08:00:00,54
870,2022-06-06 09:00:00,55
871,2022-06-06 10:00:00,56
872,2022-06-06 11:00:00,55
873,2022-06-06 12:00:00,55
874,2022-06-06 13:00:00,55
875,2022-06-06 14:00:00,55
876,2022-06-06 15:00:00,55
877,2022-06-06 16:00:00,55
878,2022-06-06 17:00:00,55
879,2022-06-06 18:00:00,54
880,2022-06-06 19:00:00,54
881,2022-06-06 20:00:00,54
882,2022-06-06 21:00:00,53
883,2022-06-06 22:00:00,53
884,2022-06-06 23:00:00,52
885,2022-06-07 00:00:00,52
886,2022-06-07 01:00:00,51
887,2022-06-07 02:00:00,51
888,2022-06-07 03:00:00,50
889,2022-06-07 04:00:00,50
890,2022-06-07 05:00:00,50
891,2022-06-07 06:00:00,52
892,2022-06-07 07:00:00,54
893,2022-06-07 08:00:00,55
894,2022-06-07 09:00:00,56
895,2022-06-07 10:00:00,56
896,2022-06-07 11:00:00,56
897,2022-06-07 12:00:00,56
898,2022-06-07 13:00:00,55
899,2022-06-07 14:00:00,56
900,2022-06-07 15:00:00,55
901,2022-06-07 16:00:00,56
902,2022-06-07 17:00:00,55
903,2022-06-07 18:00:00,55
904,2022-06-07 19:00:00,54
905,2022-06-07 20:00:00,54
906,2022-06-07 21:00:00,54
907,2022-06-07 22:00:00,53
908,2022-06-07 23:00:00,53
909,2022-06-08 00:00:00,52
910,2022-06-08 01:00:00,51
911,2022-06-08 02:00:00,51
912,2022-06-08 03:00:00,51
913,2022-06-08 04:00:00,51
914,2022-06-08 05:00:00,51
915,2022-06-08 06:00:00,52
916,2022-06-08 07:00:00,54
917,2022-06-08 08:00:00,55
918,2022-06-08 09:00:00,56
919,2022-06-08 10:00:00,56
920,2022-06-08 11:00:00,56
921,2022-06-08 12:00:00,56
922,2022-06-08 13:00:00,56
923,2022-06-08 14:00:00,56
924,2022-06-08 15:00:00,56
925,2022-06-08 16:00:00,55
926,2022-06-08 17:00:00,55
927,2022-06-08 18:00:00,55
928,2022-06-08 19:00:00,54
929,2022-06-08 20:00:00,54
930,2022-06-08 21:00:00,53
931,2022-06-08 22:00:00,53
932,2022-06-08 23:00:00,52
933,2022-06-09 00:00:00,51
934,2022-06-09 01:00:00,51
935,2022-06-09 02:00:00,51
936,2022-06-09 03:00:00,50
937,2022-06-09 04:00:00,50
938,2022-06-09 05:00:00,51
939,2022-06-09 06:00:00,52
940,2022-06-09 07:00:00,54
941,2022-06-09 08:00:00,55
942,2022-06-09 09:00:00,56
943,2022-06-09 10:00:00,57
944,2022-06-09 11:00:00,56
945,2022-06-09 12:00:00,56
946,2022-06-09 13:00:00,56
947,2022-06-09 14:00:00,56
948,2022-06-09 15:00:00,56
949,2022-06-09 16:00:00,56
950,2022-06-09 17:00:00,56
951,2022-06-09 18:00:00,56
0,2022-06-09 18:34:04,56
1,2022-06-09 18:39:04,56
2,2022-06-09 18:44:04,56
3,2022-06-09 18:49:04,56
4,2022-06-09 18:54:04,56
5,2022-06-09 18:59:04,56
952,2022-06-09 19:00:00,55
6,2022-06-09 19:04:04,56
7,2022-06-09 19:09:04,56
8,2022-06-09 19:14:04,56
9,2022-06-09 19:19:04,56
10,2022-06-09 19:24:04,55
11,2022-06-09 19:29:04,55
12,2022-06-09 19:34:04,55
13,2022-06-09 19:39:04,56
14,2022-06-09 19:44:04,56
15,2022-06-09 19:49:04,55
16,2022-06-09 19:54:04,55
17,2022-06-09 19:59:04,55
953,2022-06-09 20:00:00,55
18,2022-06-09 20:04:05,55
19,2022-06-09 20:09:04,55
20,2022-06-09 20:14:04,55
21,2022-06-09 20:19:04,55
22,2022-06-09 20:24:04,56
23,2022-06-09 20:29:04,56
24,2022-06-09 20:34:04,56
25,2022-06-09 20:39:04,55
26,2022-06-09 20:44:04,55
27,2022-06-09 20:49:04,55
28,2022-06-09 20:54:04,55
29,2022-06-09 20:59:04,55
954,2022-06-09 21:00:00,54
30,2022-06-09 21:04:04,55
31,2022-06-09 21:09:04,55
32,2022-06-09 21:14:04,54
33,2022-06-09 21:19:04,54
34,2022-06-09 21:24:04,54
35,2022-06-09 21:29:04,54
36,2022-06-09 21:34:04,54
37,2022-06-09 21:39:04,54
38,2022-06-09 21:44:04,54
39,2022-06-09 21:49:04,54
40,2022-06-09 21:54:04,54
41,2022-06-09 21:59:04,54
955,2022-06-09 22:00:00,53
42,2022-06-09 22:04:04,54
43,2022-06-09 22:09:04,54
44,2022-06-09 22:14:04,54
45,2022-06-09 22:19:04,54
46,2022-06-09 22:24:05,53
47,2022-06-09 22:29:04,53
48,2022-06-09 22:34:04,53
49,2022-06-09 22:39:04,54
50,2022-06-09 22:44:04,54
51,2022-06-09 22:49:04,54
52,2022-06-09 22:54:04,54
53,2022-06-09 22:59:04,54
956,2022-06-09 23:00:00,53
54,2022-06-09 23:04:04,54
55,2022-06-09 23:09:04,54
56,2022-06-09 23:14:04,53
57,2022-06-09 23:19:04,53
58,2022-06-09 23:24:04,53
59,2022-06-09 23:29:04,54
60,2022-06-09 23:34:04,54
61,2022-06-09 23:39:04,53
62,2022-06-09 23:44:04,53
63,2022-06-09 23:49:04,53
64,2022-06-09 23:54:04,53
65,2022-06-09 23:59:04,53
957,2022-06-10 00:00:00,52
66,2022-06-10 00:04:04,53
67,2022-06-10 00:09:04,53
68,2022-06-10 00:14:04,53
69,2022-06-10 00:19:04,53
70,2022-06-10 00:24:04,53
71,2022-06-10 00:29:04,53
72,2022-06-10 00:34:04,53
73,2022-06-10 00:39:04,53
74,2022-06-10 00:44:04,53
75,2022-06-10 00:49:04,53
76,2022-06-10 00:54:04,53
77,2022-06-10 00:59:04,52
958,2022-06-10 01:00:00,52
78,2022-06-10 01:04:04,53
79,2022-06-10 01:09:04,52
80,2022-06-10 01:14:04,52
81,2022-06-10 01:19:04,52
82,2022-06-10 01:24:04,53
83,2022-06-10 01:29:04,53
84,2022-06-10 01:34:04,52
85,2022-06-10 01:39:04,52
86,2022-06-10 01:44:04,52
87,2022-06-10 01:49:04,52
88,2022-06-10 01:54:04,52
89,2022-06-10 01:59:04,52
959,2022-06-10 02:00:00,52
90,2022-06-10 02:04:04,52
91,2022-06-10 02:09:04,52
92,2022-06-10 02:14:04,52
93,2022-06-10 02:19:04,52
94,2022-06-10 02:24:04,52
95,2022-06-10 02:29:04,52
96,2022-06-10 02:34:04,52
97,2022-06-10 02:39:04,52
98,2022-06-10 02:44:04,52
99,2022-06-10 02:49:04,52
100,2022-06-10 02:54:04,52
101,2022-06-10 02:59:04,52
960,2022-06-10 03:00:00,51
102,2022-06-10 03:04:04,52
103,2022-06-10 03:09:04,52
104,2022-06-10 03:14:04,52
105,2022-06-10 03:19:04,52
106,2022-06-10 03:24:04,51
107,2022-06-10 03:29:04,51
108,2022-06-10 03:34:04,51
109,2022-06-10 03:39:04,51
110,2022-06-10 03:44:04,51
111,2022-06-10 03:49:04,52
112,2022-06-10 03:54:04,52
113,2022-06-10 03:59:04,52
961,2022-06-10 04:00:00,51
114,2022-06-10 04:04:04,52
115,2022-06-10 04:09:04,51
116,2022-06-10 04:14:04,51
117,2022-06-10 04:19:04,51
118,2022-06-10 04:24:04,51
119,2022-06-10 04:29:04,51
120,2022-06-10 04:34:04,51
121,2022-06-10 04:39:04,51
122,2022-06-10 04:44:04,51
123,2022-06-10 04:49:04,51
124,2022-06-10 04:54:04,51
125,2022-06-10 04:59:04,51
962,2022-06-10 05:00:00,52
126,2022-06-10 05:04:04,51
127,2022-06-10 05:09:04,52
128,2022-06-10 05:14:04,51
129,2022-06-10 05:19:04,52
130,2022-06-10 05:24:04,52
131,2022-06-10 05:29:04,52
132,2022-06-10 05:34:04,53
133,2022-06-10 05:39:04,53
134,2022-06-10 05:44:04,53
135,2022-06-10 05:49:04,53
136,2022-06-10 05:54:04,53
137,2022-06-10 05:59:04,53
963,2022-06-10 06:00:00,53
138,2022-06-10 06:04:04,53
139,2022-06-10 06:09:04,53
140,2022-06-10 06:14:04,53
141,2022-06-10 06:19:04,53
142,2022-06-10 06:24:04,53
143,2022-06-10 06:29:04,53
144,2022-06-10 06:34:04,53
145,2022-06-10 06:39:04,53
146,2022-06-10 06:44:04,53
147,2022-06-10 06:49:04,53
148,2022-06-10 06:54:04,54
149,2022-06-10 06:59:04,54
964,2022-06-10 07:00:00,55
150,2022-06-10 07:04:04,54
151,2022-06-10 07:09:04,55
152,2022-06-10 07:14:04,55
153,2022-06-10 07:19:04,55
154,2022-06-10 07:24:04,55
155,2022-06-10 07:29:04,55
156,2022-06-10 07:34:04,55
157,2022-06-10 07:39:04,56
158,2022-06-10 07:44:04,56
159,2022-06-10 07:49:04,56
160,2022-06-10 07:54:04,56
161,2022-06-10 07:59:04,56
965,2022-06-10 08:00:00,56
162,2022-06-10 08:04:04,56
163,2022-06-10 08:09:04,56
164,2022-06-10 08:14:04,56
165,2022-06-10 08:19:04,56
166,2022-06-10 08:24:04,57
167,2022-06-10 08:29:04,57
168,2022-06-10 08:34:04,57
169,2022-06-10 08:39:04,57
170,2022-06-10 08:44:04,57
171,2022-06-10 08:49:04,57
172,2022-06-10 08:54:04,57
173,2022-06-10 08:59:04,57
966,2022-06-10 09:00:00,58
174,2022-06-10 09:04:04,57
175,2022-06-10 09:09:04,58
176,2022-06-10 09:14:04,58
177,2022-06-10 09:19:04,59
178,2022-06-10 09:24:04,58
179,2022-06-10 09:29:04,58
180,2022-06-10 09:34:04,58
181,2022-06-10 09:39:04,58
182,2022-06-10 09:44:04,58
183,2022-06-10 09:49:04,58
184,2022-06-10 09:54:04,58
185,2022-06-10 09:59:04,59
967,2022-06-10 10:00:00,58
186,2022-06-10 10:04:04,59
187,2022-06-10 10:09:04,58
188,2022-06-10 10:14:04,58
189,2022-06-10 10:19:04,58
190,2022-06-10 10:24:04,58
191,2022-06-10 10:29:04,58
192,2022-06-10 10:34:04,58
193,2022-06-10 10:39:04,58
194,2022-06-10 10:44:04,58
195,2022-06-10 10:49:04,58
196,2022-06-10 10:54:04,58
197,2022-06-10 10:59:04,58
968,2022-06-10 11:00:00,57
198,2022-06-10 11:04:04,58
199,2022-06-10 11:09:04,59
200,2022-06-10 11:14:04,59
201,2022-06-10 11:19:04,58
202,2022-06-10 11:24:04,58
203,2022-06-10 11:29:04,58
204,2022-06-10 11:34:04,58
205,2022-06-10 11:39:04,57
206,2022-06-10 11:44:04,57
207,2022-06-10 11:49:04,57
208,2022-06-10 11:54:04,58
209,2022-06-10 11:59:04,58
969,2022-06-10 12:00:00,57
210,2022-06-10 12:04:04,58
211,2022-06-10 12:09:04,58
212,2022-06-10 12:14:04,58
213,2022-06-10 12:19:04,57
214,2022-06-10 12:24:04,57
215,2022-06-10 12:29:05,57
216,2022-06-10 12:34:04,57
217,2022-06-10 12:39:04,57
218,2022-06-10 12:44:04,57
219,2022-06-10 12:49:04,57
220,2022-06-10 12:54:04,57
221,2022-06-10 12:59:04,57
970,2022-06-10 13:00:00,57
222,2022-06-10 13:04:04,57
223,2022-06-10 13:09:04,57
224,2022-06-10 13:14:04,57
225,2022-06-10 13:19:04,57
226,2022-06-10 13:24:04,57
227,2022-06-10 13:29:04,57
228,2022-06-10 13:34:04,57
229,2022-06-10 13:39:04,57
230,2022-06-10 13:44:04,57
231,2022-06-10 13:49:04,57
232,2022-06-10 13:54:05,57
233,2022-06-10 13:59:04,57
971,2022-06-10 14:00:00,57
234,2022-06-10 14:04:04,57
235,2022-06-10 14:09:04,57
236,2022-06-10 14:14:04,57
237,2022-06-10 14:19:04,57
238,2022-06-10 14:24:04,57
239,2022-06-10 14:29:04,57
240,2022-06-10 14:34:04,57
241,2022-06-10 14:39:05,57
242,2022-06-10 14:44:04,57
243,2022-06-10 14:49:04,57
244,2022-06-10 14:54:04,57
245,2022-06-10 14:59:04,57
972,2022-06-10 15:00:00,57
246,2022-06-10 15:04:04,57
247,2022-06-10 15:09:04,57
248,2022-06-10 15:14:04,58
249,2022-06-10 15:19:04,57
250,2022-06-10 15:24:04,57
251,2022-06-10 15:29:04,58
252,2022-06-10 15:34:04,57
253,2022-06-10 15:39:04,58
254,2022-06-10 15:44:04,58
255,2022-06-10 15:49:04,57
256,2022-06-10 15:54:04,58
257,2022-06-10 15:59:04,57
973,2022-06-10 16:00:00,57
258,2022-06-10 16:04:04,57
259,2022-06-10 16:09:04,57
260,2022-06-10 16:14:04,57
261,2022-06-10 16:19:04,57
262,2022-06-10 16:24:04,57
263,2022-06-10 16:29:04,57
264,2022-06-10 16:34:04,57
265,2022-06-10 16:39:04,57
266,2022-06-10 16:44:04,57
267,2022-06-10 16:49:04,57
268,2022-06-10 16:54:04,57
269,2022-06-10 16:59:04,57
974,2022-06-10 17:00:00,57
270,2022-06-10 17:04:04,57
271,2022-06-10 17:09:04,57
272,2022-06-10 17:14:04,57
273,2022-06-10 17:19:04,57
274,2022-06-10 17:24:05,57
275,2022-06-10 17:29:04,57
276,2022-06-10 17:34:04,57
277,2022-06-10 17:39:04,57
278,2022-06-10 17:44:04,57
279,2022-06-10 17:49:04,57
280,2022-06-10 17:54:04,57
281,2022-06-10 17:59:04,57
975,2022-06-10 18:00:00,56
282,2022-06-10 18:04:04,57
283,2022-06-10 18:09:04,57
284,2022-06-10 18:14:04,57
285,2022-06-10 18:19:04,57
286,2022-06-10 18:24:04,57
287,2022-06-10 18:29:04,57
288,2022-06-10 18:34:04,56
289,2022-06-10 18:39:04,56
290,2022-06-10 18:44:04,56
291,2022-06-10 18:49:04,56
292,2022-06-10 18:54:04,56
293,2022-06-10 18:59:04,56
976,2022-06-10 19:00:00,56
294,2022-06-10 19:04:04,56
295,2022-06-10 19:09:04,56
296,2022-06-10 19:14:04,56
297,2022-06-10 19:19:04,56
298,2022-06-10 19:24:04,56
299,2022-06-10 19:29:04,56
300,2022-06-10 19:34:04,56
301,2022-06-10 19:39:04,56
302,2022-06-10 19:44:04,56
303,2022-06-10 19:49:04,56
304,2022-06-10 19:54:04,56
305,2022-06-10 19:59:04,56
977,2022-06-10 20:00:00,55
306,2022-06-10 20:04:04,56
307,2022-06-10 20:09:04,56
308,2022-06-10 20:14:04,56
309,2022-06-10 20:19:04,56
310,2022-06-10 20:24:04,55
311,2022-06-10 20:29:04,56
312,2022-06-10 20:34:04,55
313,2022-06-10 20:39:04,56
314,2022-06-10 20:44:04,56
315,2022-06-10 20:49:04,56
316,2022-06-10 20:54:04,55
317,2022-06-10 20:59:04,55
978,2022-06-10 21:00:00,55
318,2022-06-10 21:04:04,55
319,2022-06-10 21:09:04,55
320,2022-06-10 21:14:04,55
321,2022-06-10 21:19:04,55
322,2022-06-10 21:24:04,55
323,2022-06-10 21:29:04,55
324,2022-06-10 21:34:04,55
325,2022-06-10 21:39:04,55
326,2022-06-10 21:44:04,56
327,2022-06-10 21:49:04,55
328,2022-06-10 21:54:04,55
329,2022-06-10 21:59:04,55
979,2022-06-10 22:00:00,55
330,2022-06-10 22:04:04,55
331,2022-06-10 22:09:04,55
332,2022-06-10 22:14:04,55
333,2022-06-10 22:19:04,55
334,2022-06-10 22:24:04,55
335,2022-06-10 22:29:04,55
336,2022-06-10 22:34:04,55
337,2022-06-10 22:39:04,55
338,2022-06-10 22:44:04,55
339,2022-06-10 22:49:04,55
340,2022-06-10 22:54:04,55
341,2022-06-10 22:59:04,55
980,2022-06-10 23:00:00,54
342,2022-06-10 23:04:04,55
343,2022-06-10 23:09:04,54
344,2022-06-10 23:14:04,54
345,2022-06-10 23:19:05,54
346,2022-06-10 23:24:04,54
347,2022-06-10 23:29:04,54
348,2022-06-10 23:34:04,54
349,2022-06-10 23:39:04,54
350,2022-06-10 23:44:04,55
351,2022-06-10 23:49:04,55
352,2022-06-10 23:54:04,55
353,2022-06-10 23:59:04,55
981,2022-06-11 00:00:00,54
354,2022-06-11 00:04:04,54
355,2022-06-11 00:09:04,54
356,2022-06-11 00:14:04,54
357,2022-06-11 00:19:04,54
358,2022-06-11 00:24:04,54
359,2022-06-11 00:29:04,54
360,2022-06-11 00:34:04,54
361,2022-06-11 00:39:04,54
362,2022-06-11 00:44:04,54
363,2022-06-11 00:49:04,54
364,2022-06-11 00:54:04,54
365,2022-06-11 00:59:04,54
982,2022-06-11 01:00:00,54
366,2022-06-11 01:04:04,54
367,2022-06-11 01:09:04,54
368,2022-06-11 01:14:04,54
369,2022-06-11 01:19:04,54
370,2022-06-11 01:24:04,54
371,2022-06-11 01:29:04,54
372,2022-06-11 01:34:04,54
373,2022-06-11 01:39:04,54
374,2022-06-11 01:44:04,54
375,2022-06-11 01:49:04,54
376,2022-06-11 01:54:04,54
377,2022-06-11 01:59:04,54
983,2022-06-11 02:00:00,53
378,2022-06-11 02:04:04,54
379,2022-06-11 02:09:04,54
380,2022-06-11 02:14:04,54
381,2022-06-11 02:19:04,54
382,2022-06-11 02:24:04,54
383,2022-06-11 02:29:04,54
384,2022-06-11 02:34:05,54
385,2022-06-11 02:39:04,53
386,2022-06-11 02:44:04,53
387,2022-06-11 02:49:04,54
388,2022-06-11 02:54:04,54
389,2022-06-11 02:59:04,54
984,2022-06-11 03:00:00,53
390,2022-06-11 03:04:04,54
391,2022-06-11 03:09:04,54
392,2022-06-11 03:14:04,55
393,2022-06-11 03:19:04,54
394,2022-06-11 03:24:04,54
395,2022-06-11 03:29:04,53
396,2022-06-11 03:34:04,53
397,2022-06-11 03:39:04,53
398,2022-06-11 03:44:04,53
399,2022-06-11 03:49:05,53
400,2022-06-11 03:54:04,53
401,2022-06-11 03:59:04,53
985,2022-06-11 04:00:00,53
402,2022-06-11 04:04:04,53
403,2022-06-11 04:09:04,53
404,2022-06-11 04:14:04,53
405,2022-06-11 04:19:04,54
406,2022-06-11 04:24:04,54
407,2022-06-11 04:29:04,54
408,2022-06-11 04:34:04,54
409,2022-06-11 04:39:04,54
410,2022-06-11 04:44:05,53
411,2022-06-11 04:49:04,53
412,2022-06-11 04:54:04,53
413,2022-06-11 04:59:04,53
986,2022-06-11 05:00:00,53
414,2022-06-11 05:04:04,53
415,2022-06-11 05:09:04,53
416,2022-06-11 05:14:04,53
417,2022-06-11 05:19:04,54
418,2022-06-11 05:24:04,54
419,2022-06-11 05:29:04,53
420,2022-06-11 05:34:04,54
421,2022-06-11 05:39:04,54
422,2022-06-11 05:44:04,54
423,2022-06-11 05:49:04,54
424,2022-06-11 05:54:04,54
425,2022-06-11 05:59:04,54
987,2022-06-11 06:00:00,54
426,2022-06-11 06:04:04,54
427,2022-06-11 06:09:04,54
428,2022-06-11 06:14:04,54
429,2022-06-11 06:19:04,54
430,2022-06-11 06:24:04,54
431,2022-06-11 06:29:04,54
432,2022-06-11 06:34:04,55
433,2022-06-11 06:39:04,55
434,2022-06-11 06:44:04,55
435,2022-06-11 06:49:04,55
436,2022-06-11 06:54:04,56
437,2022-06-11 06:59:04,56
988,2022-06-11 07:00:00,56
438,2022-06-11 07:04:04,56
439,2022-06-11 07:09:04,56
440,2022-06-11 07:14:04,56
441,2022-06-11 07:19:04,56
442,2022-06-11 07:24:04,56
443,2022-06-11 07:29:04,56
444,2022-06-11 07:34:04,56
445,2022-06-11 07:39:04,56
446,2022-06-11 07:44:04,57
447,2022-06-11 07:49:04,57
448,2022-06-11 07:54:04,57
449,2022-06-11 07:59:04,57
989,2022-06-11 08:00:00,57
450,2022-06-11 08:04:04,57
451,2022-06-11 08:09:04,57
452,2022-06-11 08:14:04,58
453,2022-06-11 08:19:04,58
454,2022-06-11 08:24:04,58
455,2022-06-11 08:29:04,58
456,2022-06-11 08:34:04,58
457,2022-06-11 08:39:04,58
458,2022-06-11 08:44:04,58
459,2022-06-11 08:49:04,58
460,2022-06-11 08:54:04,58
461,2022-06-11 08:59:04,58
990,2022-06-11 09:00:00,58
462,2022-06-11 09:04:05,58
463,2022-06-11 09:09:04,58
464,2022-06-11 09:14:04,58
465,2022-06-11 09:19:04,58
466,2022-06-11 09:24:04,58
467,2022-06-11 09:29:04,58
468,2022-06-11 09:34:04,59
469,2022-06-11 09:39:04,59
470,2022-06-11 09:44:04,59
471,2022-06-11 09:49:04,59
472,2022-06-11 09:54:04,59
473,2022-06-11 09:59:04,59
991,2022-06-11 10:00:00,58
474,2022-06-11 10:04:04,59
475,2022-06-11 10:09:04,59
476,2022-06-11 10:14:04,59
477,2022-06-11 10:19:04,59
478,2022-06-11 10:24:04,59
479,2022-06-11 10:29:04,58
480,2022-06-11 10:34:04,59
481,2022-06-11 10:39:04,59
482,2022-06-11 10:44:04,59
483,2022-06-11 10:49:04,59
484,2022-06-11 10:54:04,59
485,2022-06-11 10:59:04,59
992,2022-06-11 11:00:00,58
486,2022-06-11 11:04:04,59
487,2022-06-11 11:09:04,59
488,2022-06-11 11:14:04,59
489,2022-06-11 11:19:04,59
490,2022-06-11 11:24:04,59
491,2022-06-11 11:29:04,59
492,2022-06-11 11:34:04,59
493,2022-06-11 11:39:04,59
494,2022-06-11 11:44:04,59
495,2022-06-11 11:49:04,58
496,2022-06-11 11:54:04,58
497,2022-06-11 11:59:04,58
993,2022-06-11 12:00:00,58
498,2022-06-11 12:04:04,58
499,2022-06-11 12:09:04,58
500,2022-06-11 12:14:04,58
501,2022-06-11 12:19:04,58
502,2022-06-11 12:24:04,58
503,2022-06-11 12:29:04,58
504,2022-06-11 12:34:04,58
505,2022-06-11 12:39:04,58
506,2022-06-11 12:44:04,58
507,2022-06-11 12:49:04,58
508,2022-06-11 12:54:04,58
509,2022-06-11 12:59:04,58
994,2022-06-11 13:00:00,58
510,2022-06-11 13:04:04,58
511,2022-06-11 13:09:04,58
512,2022-06-11 13:14:04,58
513,2022-06-11 13:19:04,58
514,2022-06-11 13:24:04,58
515,2022-06-11 13:29:04,58
516,2022-06-11 13:34:04,58
517,2022-06-11 13:39:04,58
518,2022-06-11 13:44:04,58
519,2022-06-11 13:49:04,58
520,2022-06-11 13:54:05,58
521,2022-06-11 13:59:04,58
995,2022-06-11 14:00:00,58
522,2022-06-11 14:04:04,58
523,2022-06-11 14:09:04,58
524,2022-06-11 14:14:04,58
525,2022-06-11 14:19:04,59
526,2022-06-11 14:24:04,59
527,2022-06-11 14:29:04,59
528,2022-06-11 14:34:04,59
529,2022-06-11 14:39:04,58
530,2022-06-11 14:44:04,59
531,2022-06-11 14:49:04,59
532,2022-06-11 14:54:04,59
533,2022-06-11 14:59:04,59
996,2022-06-11 15:00:00,58
534,2022-06-11 15:04:04,58
535,2022-06-11 15:09:04,59
536,2022-06-11 15:14:04,58
537,2022-06-11 15:19:04,58
538,2022-06-11 15:24:04,58
539,2022-06-11 15:29:04,58
540,2022-06-11 15:34:04,58
541,2022-06-11 15:39:04,58
542,2022-06-11 15:44:04,58
543,2022-06-11 15:49:04,58
544,2022-06-11 15:54:04,58
545,2022-06-11 15:59:04,58
997,2022-06-11 16:00:00,58
546,2022-06-11 16:04:04,58
547,2022-06-11 16:09:04,58
548,2022-06-11 16:14:04,58
549,2022-06-11 16:19:04,58
550,2022-06-11 16:24:04,58
551,2022-06-11 16:29:04,58
552,2022-06-11 16:34:04,58
553,2022-06-11 16:39:04,58
554,2022-06-11 16:44:04,58
555,2022-06-11 16:49:04,58
556,2022-06-11 16:54:04,58
557,2022-06-11 16:59:04,58
998,2022-06-11 17:00:00,57
558,2022-06-11 17:04:04,58
559,2022-06-11 17:09:04,58
560,2022-06-11 17:14:04,58
561,2022-06-11 17:19:04,58
562,2022-06-11 17:24:04,57
563,2022-06-11 17:29:04,58
564,2022-06-11 17:34:04,58
565,2022-06-11 17:39:04,58
566,2022-06-11 17:44:04,58
567,2022-06-11 17:49:04,58
568,2022-06-11 17:54:04,58
569,2022-06-11 17:59:04,58
999,2022-06-11 18:00:00,57
570,2022-06-11 18:04:05,57
571,2022-06-11 18:09:04,58
572,2022-06-11 18:14:04,58
573,2022-06-11 18:19:04,58
574,2022-06-11 18:24:04,58
575,2022-06-11 18:29:04,57
576,2022-06-11 18:34:04,57
577,2022-06-11 18:39:04,58
578,2022-06-11 18:44:04,57
579,2022-06-11 18:49:04,57
580,2022-06-11 18:54:04,57
581,2022-06-11 18:59:04,58
1000,2022-06-11 19:00:00,57
582,2022-06-11 19:04:04,58
583,2022-06-11 19:09:04,58
584,2022-06-11 19:14:04,57
585,2022-06-11 19:19:04,57
586,2022-06-11 19:24:05,57
587,2022-06-11 19:29:04,57
588,2022-06-11 19:34:04,57
589,2022-06-11 19:39:04,57
590,2022-06-11 19:44:04,57
591,2022-06-11 19:49:04,57
592,2022-06-11 19:54:04,57
593,2022-06-11 19:59:04,57
1001,2022-06-11 20:00:00,56
594,2022-06-11 20:04:04,57
595,2022-06-11 20:09:04,57
596,2022-06-11 20:14:04,56
597,2022-06-11 20:19:04,56
598,2022-06-11 20:24:04,56
599,2022-06-11 20:29:04,56
600,2022-06-11 20:34:04,56
601,2022-06-11 20:39:04,56
602,2022-06-11 20:44:04,56
603,2022-06-11 20:49:04,56
604,2022-06-11 20:54:04,56
605,2022-06-11 20:59:04,56
1002,2022-06-11 21:00:00,56
606,2022-06-11 21:04:04,56
607,2022-06-11 21:09:04,56
608,2022-06-11 21:14:04,56
609,2022-06-11 21:19:04,56
610,2022-06-11 21:24:04,56
611,2022-06-11 21:29:04,56
612,2022-06-11 21:34:04,56
613,2022-06-11 21:39:04,56
614,2022-06-11 21:44:04,56
615,2022-06-11 21:49:04,56
616,2022-06-11 21:54:04,56
617,2022-06-11 21:59:04,56
1003,2022-06-11 22:00:00,55
618,2022-06-11 22:04:05,56
619,2022-06-11 22:09:04,56
620,2022-06-11 22:14:04,56
621,2022-06-11 22:19:04,56
622,2022-06-11 22:24:04,56
623,2022-06-11 22:29:04,56
624,2022-06-11 22:34:04,56
625,2022-06-11 22:39:04,56
626,2022-06-11 22:44:04,56
627,2022-06-11 22:49:04,55
628,2022-06-11 22:54:04,55
629,2022-06-11 22:59:04,55
1004,2022-06-11 23:00:00,54
630,2022-06-11 23:04:04,55
631,2022-06-11 23:09:04,55
632,2022-06-11 23:14:04,55
633,2022-06-11 23:19:04,55
634,2022-06-11 23:24:04,55
635,2022-06-11 23:29:04,55
636,2022-06-11 23:34:04,55
637,2022-06-11 23:39:04,55
